Original Cell Type Name,Standardized Celltype Name
Leukemic_Blast_Cell,Leukemic_Blast_Cell
Leukemic_Blast_Cell_Bone_Marrow,Leukemic_Blast_Cell_Bone_Marrow
Leukemic_cells_Bone_Marrow,Leukemic_cells_Bone_Marrow
LHCN-M2_Myoblast_Skeletal_Muscle,LHCN-M2_Myoblast_Skeletal_Muscle
LHSAR_Epithelium_Prostate,LHSAR_Epithelium_Prostate
Limb,Limb
LIS2_Embryonic_Stem_Cell_Embryo,LIS2_Embryonic_Stem_Cell_Embryo
Liver,Liver
LM7_Osteosarcoma_cell,LM7_Osteosarcoma_cell
LNAR',LNAR'
LNCaP,LNCaP_Epithelium_Prostate
LNCaP_Epithelium_Prostate,LNCaP_Epithelium_Prostate
LNCaP_LNCaP_cells,LNCaP_Epithelium_Prostate
LNCaP_Monocyte_Blood,LNCaP_Epithelium_Prostate
LNCaP-abl_Epithelium_Prostate,LNCaP_Epithelium_Prostate
LOUCY_Blood,LOUCY_T_Lymphocyte_Blood
LOUCY_T_Lymphocyte_Blood,LOUCY_T_Lymphocyte_Blood
LoVo_Colon,LoVo_Colon
LOX-IMVI_Melanoma_Cell,LOX-IMVI_Melanoma_Cell_Lymph_Node
LOX-IMVI_Melanoma_Cell_Lymph_Node,LOX-IMVI_Melanoma_Cell_Lymph_Node
LP-1,LP-1
LREX'_Epithelium_Prostate,LREX'_Epithelium_Prostate
LS174T_Epithelium_Colon,LS174T_Epithelium_Colon
LS174T_Goblet_Cell,LS174T_Epithelium_Colon
LS180_Epithelium_Colon,LS180_Epithelium_Colon
LTED,LTED_Breast
LTED_Breast,LTED_Breast
Lu130_Lung_Cancer_Cell_Lung,Lu130_Lung_Cancer_Cell_Lung
Lung,Lung
LX2_Hepatic_Stellate_Cell,LX2_Hepatic_Stellate_Cell
LY1,LY1
LY2_Breast,LY2_Breast
Lymphoblast,Lymphoblastoid_Blood
Lymphoblastoid,Lymphoblastoid_Blood
Lymphoblastoid_Blood,Lymphoblastoid_Blood
Lymphocyte,Lymphocyte_Blood
Lymphocyte_Blood,Lymphocyte_Blood
Lymphocyte_Spleen,Lymphocyte_Spleen
M.M._Fibroblast,M.M._Fibroblast
M0-91_Leukemia_Cell,M0-91_Leukemia_Cell
M059J_Glial_Cell_Brain,M059J_Glial_Cell_Brain
M112_Osteosarcoma_cell,M112_Osteosarcoma_cell
M23F_iPSC,M23F_iPSC
Macrophage,Macrophage_Blood
Macrophage_Blood,Macrophage_Blood
Macrophage_Bone_Marrow,Macrophage_Bone_Marrow
MB231_Breast,MB231_Breast
MB361_Breast,MB361_Breast
MB436_Breast,MB436_Breast
MB468_Breast,MB468_Breast
MCF-10A_Epithelium,MCF-10A_Epithelium_Breast
MCF-10A_Epithelium_Breast,MCF-10A_Epithelium_Breast
MCF-7,MCF-7_Epithelium_Mammary_Gland
MCF-7_asynchonous_cells_Breast,MCF-7_Epithelium_Mammary_Gland
MCF-7_Breast,MCF-7_Epithelium_Mammary_Gland
MCF-7_Epithelium,MCF-7_Epithelium_Mammary_Gland
MCF-7_Epithelium_Breast,MCF-7_Epithelium_Mammary_Gland
MCF-7_Epithelium_Mammary_Gland,MCF-7_Epithelium_Mammary_Gland
MCF-7_FFPE,MCF-7_Epithelium_Mammary_Gland
MCF-7_Human_Breast_Cancer_Cell_Breast,MCF-7_Epithelium_Mammary_Gland
MCF-7_human_brest_cancer_cell_line,MCF-7_Epithelium_Mammary_Gland
MCF-7_Mammary_Gland,MCF-7_Epithelium_Mammary_Gland
MCF-7_Snap-frozen_tissue,MCF-7_Epithelium_Mammary_Gland
MCF10A-Er-Src,MCF10A-Er-Src
MCF10CA1a_Epithelium_Breast,MCF10CA1a_Epithelium_Breast
MCF7-LTED,MCF7-LTED_Epithelium_Mammary_Gland
MCF7-LTED_Epithelium_Mammary_Gland,MCF7-LTED_Epithelium_Mammary_Gland
MCFDCIS_Breast,MCFDCIS_Breast
MD-901_B_Lymphocyte,MD-901_B_Lymphocyte
MDA-231_Epithelium_Mammary_Gland,MDA-231_Epithelium_Mammary_Gland
MDA-MB-134_Epithelium_Mammary_Gland,MDA-MB-134_Epithelium_Mammary_Gland
MDA-MB-157_mDA,MDA-MB-157_Epithelium_Breast
MDA-MB-231_Breast,MDA-MB-231_Epithelium_Breast
MDA-MB-231_Epithelium_Breast,MDA-MB-231_Epithelium_Breast
MDA-MB-231_Epithelium_Mammary_Gland,MDA-MB-231_Epithelium_Breast
MDA-MB-231_mDA,MDA-MB-231_Epithelium_Breast
MDA-MB-436,MDA-MB-436_Epithelium_Breast
MDA-MB-436_Epithelium_Breast,MDA-MB-436_Epithelium_Breast
MDA-MB-453_Breast,MDA-MB-453_Epithelium_Breast
MDA-MB-453_Epithelium_Mammary_Gland,MDA-MB-453_Epithelium_Breast
MDA-MB-468_Breast,MDA-MB-468_Epithelium_Breast
MDA-MB-468_Epithelium_Mammary_Gland,MDA-MB-468_Epithelium_Breast
MDA-MB-468_mDA,MDA-MB-468_Epithelium_Breast
MDA-MD-231_Epithelium_Mammary_Gland,MDA-MD-231_Epithelium_Mammary_Gland
ME-1_Leukemia_Cell,ME-1_Leukemia_Cell
Medulla_Oblongata,Medulla_Oblongata
Medullo,Medullo
Megakaryocyte_Cord_blood,Megakaryocyte_Cord_blood
MEL_Erythroid_Progenitor_Cell,MEL_Erythroid_Progenitor_Cell
Melano,Melano
Melanocyte,Melanocyte
Melanocyte_Foreskin,Melanocyte_Foreskin
Melanocyte_Skin,Melanocyte_Skin
Melanocytic_cell,Melanocytic_cell
melanoma,Melanoma
Melanoma_Cell,Melanoma_Cell
MelJuSo_Melanoma_Cell_Skin,MelJuSo_Melanoma_Cell_Skin
meningioma,Meningioma
Mesenchymal_Cell,Mesenchymal_Cell
Mesenchymal_Stem_Cell,Mesenchymal_Stem_Cell
Mesenchymal_Stem_Cell_Adipose,Mesenchymal_Stem_Cell_Adipose
Mesenchymal_Stem_Cell_Bone_Marrow,Mesenchymal_Stem_Cell_Bone_Marrow
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells,Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells
Mesenchymal_Stem_Cell_Umbilical_Cord,Mesenchymal_Stem_Cell_Umbilical_Cord
MG-63_Fibroblast_Bone,MG-63_Osteosarcoma_cell
MG-63_Osteosarcoma_cell,MG-63_Osteosarcoma_cell
MGE_organoids,MGE_organoids
MGG4_Glioblastoma_Stem_Cell,MGG4_Glioblastoma_Stem_Cell
MHH-MED-1_Cardiomyocyte,MHH-MED-1
MHH-MED-1_Th1,MHH-MED-1
MIA_PaCa-2_Epithelium_Pancreas,MIA_PaCa-2_Tumor_cells_Pancreas
MIA_PaCa-2_Pancreatic_ductal,MIA_PaCa-2_Tumor_cells_Pancreas
MIA_PaCa-2_Tumor_cells_Pancreas,MIA_PaCa-2_Tumor_cells_Pancreas
Mid_Frontal_Lobe,Mid_Frontal_Lobe
Midbrain,Midbrain
Middle_Frontal_Gyrus,Middle_Frontal_Gyrus
MIN_cancer_cells_Breast,MIN_cancer_cells_Breast
MKL-1_Merkel_cell_carcinoma,MKL-1_Merkel_cell_carcinoma
MKN1,MKN1
MKN28_Epithelium,MKN28_Epithelium
MKN45,MKN45
MKN7_gastric_cancer_cell_line,MKN7_Gastric_Cancer_Line
MKN7_Gastric_Cancer_Line,MKN7_Gastric_Cancer_Line
ML-2_Monocyte,ML-2_Monocyte
MLL-AF9_Blast_Cells_Bone_Marrow,MLL-AF9_Blast_Cells_Bone_Marrow
MM.1S_B_Lymphoblast_Blood,MM1.S_Multiple_myeloma_cell
MM1.S_B_Lymphocyte_Blood,MM1.S_Multiple_myeloma_cell
MM1.S_Multiple_myeloma_cell,MM1.S_Multiple_myeloma_cell
MM1S_Multiple_myeloma_cell,MM1.S_Multiple_myeloma_cell
MNC491_Monocyte,MNC491_Monocyte
MNC492_Monocyte,MNC492_Monocyte
MNNG_Osteosarcoma_cell,MNNG_Osteosarcoma_cell
MO1043,MO1043_Chronic_Lymphocytic_Leukemia_(CLL)_cell_line
MO1043_Chronic_Lymphocytic_Leukemia_(CLL)_cell_line,MO1043_Chronic_Lymphocytic_Leukemia_(CLL)_cell_line
Mobilized_CD34_Primary_Cells_Female,Mobilized_CD34_Primary_Cells_Female
Mobilized_CD34_Primary_Cells_Male,Mobilized_CD34_Primary_Cells_Male
MOLM-13,MOLM-13_Leukemia_Cell
MOLM-13_Leukemia_Cell,MOLM-13_Leukemia_Cell
MOLM-14_acute_myeloid_leukemia_(AML)_cell_line,MOLM-14_acute_myeloid_leukemia_(AML)_cell_line
MOLM-14_Myeloid_Cell,MOLM-14_Myeloid_Cell
MOLT-3_T_Lymphoblast_Peripheral_Blood,MOLT-3_T_Lymphoblast_Peripheral_Blood
MOLT-4_Leukemia,MOLT-4_Leukemia
MOLT-4_T_Lymphoblast,MOLT-4_Leukemia
Monocyte,Monocyte
Monocyte_Blood,Monocyte_Blood
Monocyte_Bone_Marrow,Monocyte_Bone_Marrow
Monocyte_Cord_blood,Monocyte_Cord_blood
Monocyte_Umbilical_Cord,Monocyte_Umbilical_Cord
Monocytes-CD14+_RO01746,Monocytes-CD14+_RO01746
MR4_Promyelocytic_cell_Bone_Marrow,MR4_Promyelocytic_cell_Bone_Marrow
MRC5_Fibroblast_Lung,MRC5_Fibroblast_Lung
MS1_Lymphoblastoid_Blood,MS1_Lymphoblastoid_Blood
MSC,MSC
MSTO,MSTO
MUGCHOR,MUGCHOR
Multiple_myeloma,Multiple_myeloma
Multipotent_progenitor_cell,Multipotent_progenitor_cell
Muscle,Muscle
Muscle_Satellite_Cultured_Cells,Muscle_Satellite_Cultured_Cells
Mutu_III_B_Lymphocyte,Mutu_III_B_Lymphocyte
MutuI_B_Lymphocyte,MutuI_Burkitt_lymphoma
MutuI_Burkitt_lymphoma,MutuI_Burkitt_lymphoma
MV4-11,MV4-11_Acute_myeloid_leukemia
MV4-11_Acute_myeloid_leukemia,MV4-11_Acute_myeloid_leukemia
MV4-11_AML_cell,MV4-11_Acute_myeloid_leukemia
MV4-11_Leukemia_Cell,MV4-11_Acute_myeloid_leukemia
MV4-11_Macrophage_Blood,MV4-11_Acute_myeloid_leukemia
MV4-11_Monocyte,MV4-11_Acute_myeloid_leukemia
MV4-11R,MV4-11R_Acute_myeloid_leukemia
MV4-11R_Acute_myeloid_leukemia,MV4-11R_Acute_myeloid_leukemia
MV4;11,MV4-11_Acute_myeloid_leukemia
MV4;11_Acute_myeloid_leukemia,MV4-11_Acute_myeloid_leukemia
MV4;11_Blood,MV4-11_Acute_myeloid_leukemia
MV4;11_Leukemia_Cell_Blood,MV4-11_Acute_myeloid_leukemia
Myeloblast_Blood,Myeloblast_Blood
Myeloblast_Bone_Marrow,Myeloblast_Bone_Marrow
Myeloid_Cell,Myeloid_Cell
Myoblast,Myoblast_Muscle
Myoblast_Muscle,Myoblast_Muscle
Myoblast_Skeletal_Muscle,Myoblast_Muscle
Myocyte_Heart,Myocyte_Heart
Myofibroblast_cell,Myofibroblast_cell
Myometr,Myometr
N8-CTx,N8-CTx
N87_Stomach,N87_Stomach
Nalm6_B_cell_precursor_Blood,Nalm6_Leukemia_Cell
Nalm6_Leukemia_Cell,Nalm6_Leukemia_Cell
Namalwa_B_Lymphocyte,Namalwa_B_Lymphocyte
Natural_Killer_Cell_Blood,Natural_Killer_Cell_Blood
NB-1643_Neuroblastoma_cell,NB-1643_Neuroblastoma_cell
NB4,NB4_Leukemia_Cell
NB4_Leukemia_Cell,NB4_Leukemia_Cell
NB4_Leukemic_cells,NB4_Leukemia_Cell
NB4_Promyelocytic_cell_Blood,NB4_Leukemia_Cell
NB69,NB69_Neuroblastoma_cell
NB69_NB69,NB69_Neuroblastoma_cell
NB69_Neuroblastoma_cell,NB69_Neuroblastoma_cell
NCC-59_Gastric_Cancer_Line,NCC-59_Gastric_Cancer_Line
NCCIT_Embryo,NCCIT_Embryonal_carcinoma_cell
NCCIT_Embryonal_carcinoma_cell,NCCIT_Embryonal_carcinoma_cell
NCCIT_Epithelium_Embryo,NCCIT_Embryonal_carcinoma_cell
NCHA1_HIV-1_latency_T_cell,NCHA1_HIV-1_latency_T_cell
NCHA2_HIV-1_latency_T_cell,NCHA2_HIV-1_latency_T_cell
NCI-0075_rhabdomyosarcoma,NCI-0075_rhabdomyosarcoma
NCI-0082_rhabdomyosarcoma,NCI-0082_rhabdomyosarcoma
NCI-H1184_Epithelium_Lung,NCI-H1184_Epithelium_Lung
NCI-H128_Epithelium_Lung,NCI-H128_Epithelium_Lung
NCI-H1755_Epithelium_Lung,NCI-H1755_Epithelium_Lung
NCI-H1819_Lung,NCI-H1819_Lung
NCI-H2052_Epithelium_Lung,NCI-H2052_Epithelium_Lung
NCI-H2087_Epithelium_Lung,NCI-H2087_Epithelium_Lung
NCI-H2087_Lung,NCI-H2087_Epithelium_Lung
NCI-H2107,NCI-H2107_Epithelium_Lung
NCI-H2107_Epithelium_Lung,NCI-H2107_Epithelium_Lung
NCI-H3122_Lung,NCI-H3122_Lung
NCI-H441_Epithelium_Lung,NCI-H441_Epithelium_Lung
NCI-H460,NCI-H460
NCI-H524,NCI-H524_Epithelium_Lung
NCI-H524_Epithelium_Lung,NCI-H524_Epithelium_Lung
NCI-H526_Epithelium_Lung,NCI-H526_Epithelium_Lung
NCI-H660_Epithelium_Prostate,NCI-H660_Epithelium_Prostate
NCI-H69_Epithelium_Lung,NCI-H69_Epithelium_Lung
NCI-H82,NCI-H82_Epithelium_Lung
NCI-H82_Epithelium_Lung,NCI-H82_Epithelium_Lung
NCI-H838_Epithelium_Lung,NCI-H838_Epithelium_Lung
NCI-H889,NCI-H889
Neural_crest_cell_Cranial,Neural_crest_cell_Cranial
neural_crest_line,Neural_crest_line
Neural_Progenitor_Cell,Neural_Progenitor_Cell
Neural_Progenitor_Cell_Brain,Neural_Progenitor_Cell_Brain
Neural_Stem_Cell,Neural_Stem_Cell
Neuroblastoma_cell,Neuroblastoma_cell
Neuroblastoma_patient_cells,Neuroblastoma_cell
Neuroblatoma_cell_line,Neuroblastoma_cell
Neuroectoderm,Neuroectoderm
Neuroepithelial-like_stem_cell,Neuroepithelial-like_stem_cell
Neuron,Neuron
Neuron_Fetal_Brain,Neuron_Fetal_Brain
Neuron_Prefrontal,Neuron_Prefrontal
Neuronal_Progenitor_cell,Neuronal_Progenitor_cell
Neurosphere,Neurosphere
Neurosphere_Cultured_Cells_Cortex_Derived,Neurosphere_Cultured_Cells_Cortex_Derived
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived
Neutrophil_cell,Neutrophil_cell
Neutrophile,Neutrophile
NGP,NGP_Neuroblastoma_cell
NGP_Neuroblastoma_cell,NGP_Neuroblastoma_cell
NH_A_Astrocytes,NH_A_Astrocytes
NH-A,NH_A_Astrocytes
NHBE_RA_Epithelium_Bronchia,NHBE_RA_Epithelium_Bronchia
NHDF_Ad_Adult_Dermal_Fibroblasts,NHDF-Ad_Fibroblast_Skin
NHDF-Ad,NHDF-Ad_Fibroblast_Skin
NHDF-Ad_Fibroblast_Skin,NHDF-Ad_Fibroblast_Skin
NHDF-neo,NHDF-neo_Fibroblast_Skin
NHDF-neo_Fibroblast_Skin,NHDF-neo_Fibroblast_Skin
NHEK,NHEK_Epidermal_Keratinocytes
NHEK_Epidermal_Keratinocytes,NHEK_Epidermal_Keratinocytes
NHEK_Keratinocyte_Skin,NHEK_Epidermal_Keratinocytes
NHLF,NHLF_Lung_Fibroblasts
NHLF_Fibroblast_Lung,NHLF_Lung_Fibroblasts
NHLF_Lung_Fibroblasts,NHLF_Lung_Fibroblasts
NHU_Urothelium,NHU_Urothelium
NIH:OVCAR-3,NIH:OVCAR-3
NJH29,NJH29
NOMO-1_Acute_myeloid_leukemia,NOMO-1_Acute_myeloid_leukemia
NOMO-1_Myeloid_Cell,NOMO-1_Myeloid_Cell
NS129_rhabdomyosarcoma_Muscle,NS129_rhabdomyosarcoma_Muscle
NS134_rhabdomyosarcoma_Muscle,NS134_rhabdomyosarcoma_Muscle
NT2-D1,NT2-D1_Embryonal_carcinoma_cell
NT2-D1_Embryo,NT2-D1_Embryonal_carcinoma_cell
NT2-D1_Embryonal_carcinoma_cell,NT2-D1_Embryonal_carcinoma_cell
NT2-D1_Stem_cell,NT2-D1_Embryonal_carcinoma_cell
NTERA-2_Testis,NTERA-2_Testis
NTKO_Multiple_myeloma_cell,NTKO_Multiple_myeloma_cell
occipital_lobe,Occipital_lobe
OCI-Ly1_B_cell_lymphoma_Bone_Marrow,OCI-Ly1_B_cell_lymphoma_Bone_Marrow
OCI-Ly10_B_Lymphocyte_Bone_Marrow,OCI-Ly10_B_Lymphocyte_Bone_Marrow
OCI-Ly19_B_cell_lymphoma_Bone_Marrow,OCI-Ly19_B_cell_lymphoma_Bone_Marrow
OCI-Ly2_Epithelium_Mammary_Gland,OCI-Ly2_Epithelium_Mammary_Gland
OCI-Ly3_B_Lymphocyte_Bone_Marrow,OCI-Ly3_B_Lymphocyte_Bone_Marrow
OCI-Ly4_B_Lymphocyte_Bone_Marrow,OCI-Ly4_B_Lymphocyte_Bone_Marrow
OCI-Ly7_B_cell_lymphoma_Blood,OCI-Ly7_B_cell_lymphoma_Blood
OCI-Ly8_B_Lymphocyte_Bone_Marrow,OCI-Ly8_B_Lymphocyte_Bone_Marrow
OCUM-1_Gastric_Cancer_Line,OCUM-1_Gastric_Cancer_Line
OF4155_Neural_Progenitor_Cell,OF4155_Neural_Progenitor_Cell
OS25_Embryonic_Stem_Cell_Embryo,OS25_Embryonic_Stem_Cell_Embryo
Osteobl,Osteobl
Osteoblast,Osteoblast_Bone
Osteoblast_Bone,Osteoblast_Bone
Osteoblasts,Osteoblast_Bone
osteosarcoma,Osteosarcoma
Osteosarcoma_Cell_Line_SJSA_Osteosarcoma_cell,SJSA_Osteosarcoma_cell
osteosarcoma_Lung,Psteosarcoma_Lung
Ovary,Ovary
OVCA429,OVCA429
OVCAR3,OVCAR3_ovarian
OVCAR3_ovarian,OVCAR3_ovarian
OVCAR5_ovarian,OVCAR5_ovarian
Ovcar8,Ovcar8
P12-ICHIKAWA,P12-ICHIKAWA
P3HR-1_B_Lymphocyte,P3HR-1_B_Lymphocyte
P493-6_B_cell_lymphoma,P493-6_B_cell_lymphoma
PANC-1,PANC-1_Pancreatic_ductal
PANC-1_Pancreas,PANC-1_Pancreatic_ductal
PANC-1_Pancreatic_ductal,PANC-1_Pancreatic_ductal
Pancreas,Pancreas
Pancreatic_ductal,Pancreatic_ductal
Pancreatic_Islet,Pancreatic_Islet
Pancreatic_Islets,Pancreatic_Islets
PanIsletD,PanIsletD
PanIslets,PanIslets
PAR_Astrocyte,PAR_Astrocyte
Patient,Patient
Patient_Bone_Marrow,Patient_Bone_Marrow
Patient_derived_xenograft_cells,Patient_derived_xenograft_cells
PaTu8988S_Pancreatic_ductal,PaTu8988S_Pancreatic_ductal
PBDE,PBDE_Erythroblast_Blood
PBDE_Erythroblast_Blood,PBDE_Erythroblast_Blood
PBDEFetal,PBDEFetal
PC-3_Epithelium_Prostate,PC-3_Epithelium_Prostate
PC-3M-luc_Prostate,PC-3M-luc_Prostate
PC-9_Lung_Cancer_Cell_Lung,PC-9_Lung_Cancer_Cell_Lung
PDB1lox-17_puro-5_iPSC,PDB1lox-17_puro-5_iPSC
PDB1lox-21_puro-26_iPSC,PDB1lox-21_puro-26_iPSC
PDB2lox-17_iPSC,PDB2lox-17_iPSC
PDB2lox-21_iPSC,PDB2lox-21_iPSC
PEER,PEER
Penis_Foreskin_Fibroblast_Primary_Cells_skin01,Penis_Foreskin_Fibroblast_Primary_Cells_skin01
Penis_Foreskin_Fibroblast_Primary_Cells_skin02,Penis_Foreskin_Fibroblast_Primary_Cells_skin02
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03
Penis_Foreskin_Melanocyte_Primary_Cells_skin01,Penis_Foreskin_Melanocyte_Primary_Cells_skin01
Penis_Foreskin_Melanocyte_Primary_Cells_skin03,Penis_Foreskin_Melanocyte_Primary_Cells_skin03
PEO1,PEO1
Pericyte_Umbilical_Vein,Pericyte_Umbilical_Vein
Peripheral_Blood_Mononuclear_Primary_Cells,Peripheral_Blood_Mononuclear_Primary_Cells
Peyer's_patch,Peyer's_patch
PF382,PF382_Blood
PF382_Blood,PF382_Blood
Pfeiffer_B_Lymphocyte_Lymph_Node,Pfeiffer_B_Lymphocyte_Lymph_Node
PFSK-1,PFSK-1_Neuron_Brain
PFSK-1_Neuron_Brain,PFSK-1_Neuron_Brain
pHTE,pHTE
Placenta,Placenta
Placenta_Amnion,Placenta_Amnion
Plasma_Cell,Plasma_Cell
Plasmablast,Plasmablast
Plasmacytoid_dendritic_cell,Plasmacytoid_dendritic_cell
Pons,Pons
Pontine,Pontine
Posterior_Fossa,Posterior_Fossa
Pre-B_Lymphocyte,Pre-B_Lymphocyte
PrEC,PrEC_Epithelium_Prostate
PrEC_Epithelium_Prostate,PrEC_Epithelium_Prostate
Prefrontal,Prefrontal
primary_colorectal_cancer_tumor,Primary_colorectal_cancer_tumor
Proerythroblast,Proerythroblast
Proerythroblast_Blood,Proerythroblast_Blood
Proerythroblast_Bone_Marrow,Proerythroblast_Bone_Marrow
Proerythroblast_Fetal_Liver,Proerythroblast_Fetal_Liver
Progenitor_Cells,Progenitor_Cells
Progenitor_Cells_Cord_blood,Progenitor_Cells_Cord_blood
ProgFib,ProgFib
Promyelocytic_cell_Bone_Marrow,Promyelocytic_cell_Bone_Marrow
Prostate,Prostate
Psoas_Muscle,Psoas_Muscle
PT45-P1_Pancreatic_ductal,PT45-P1_Pancreatic_ductal
putamen,Putamen
R1-AD1_Epithelium_Prostate,R1-AD1_Epithelium_Prostate
R1-D567_Epithelium_Prostate,R1-D567_Epithelium_Prostate
Raji,Raji_Lymphoblast
Raji_B_Lymphocyte_Blood,Raji_Lymphoblast
Raji_Lymphoblast,Raji_Lymphoblast
Ramos_B_Lymphocyte,Ramos_B_Lymphocyte
RD_Muscle,RD_Muscle
Rectal_Mucosa,Rectal_Mucosa
Rectal_Mucosa.Donor_29,Rectal_Mucosa.Donor_29
Rectal_Mucosa.Donor_31,Rectal_Mucosa.Donor_31
Rectal_Smooth_Muscle,Rectal_Smooth_Muscle
Reh,REH
REH,REH
Reh_Leukemia_Cell,Reh_Leukemia_Cell
ReN-VM_Neural_Stem_Cell,ReN-VM_Neural_Stem_Cell
RERF-GC-1B_Gastric_Cancer_Line,RERF-GC-1B_Gastric_Cancer_Line
resting_Blood,Resting_Blood
Resting_Treg,Resting_Treg
Retina,Retina
Retinal_pigment_cell,Retinal_pigment_cell
Rh18,Rh18
Rh18_rhabdomyosarcoma,Rh18_rhabdomyosarcoma
Rh4_Muscle,Rh4_rhabdomyosarcoma
Rh4_rhabdomyosarcoma,Rh4_rhabdomyosarcoma
RH5_rhabdomyosarcoma,RH5_rhabdomyosarcoma
rhabdomyosarcoma,Rhabdomyosarcoma
Right_Atrium,Right_Atrium
right_cardiac_atrium,Right_cardiac_atrium
Right_Ventricle,Right_Ventricle
Rj2.2.5,Rj2.2.5
RKO_Epithelium_Colon,RKO_Epithelium_Colon
RL95-2_Uterus,RL95-2_Uterus
RMS008_rhabdomyosarcoma,RMS008_rhabdomyosarcoma
RMS206_rhabdomyosarcoma,RMS206_rhabdomyosarcoma
RMS209_rhabdomyosarcoma,RMS209_rhabdomyosarcoma
RMS216_rhabdomyosarcoma,RMS216_rhabdomyosarcoma
RMS238_rhabdomyosarcoma,RMS238_rhabdomyosarcoma
RPM-MC_Epithelium,RPM-MC_Epithelium
RPMI-7951_Melanoma_Cell_Skin,RPMI-7951_Melanoma_Cell_Skin
RPMI-8402_T_cell_leukemia_Blood,RPMI-8402_T_cell_leukemia_Blood
RPTEC,RPTEC_Epithelium_Kidney
RPTEC_Epithelium_Kidney,RPTEC_Epithelium_Kidney
RS4_B_Lymphocyte,RS4_B_Lymphocyte
RS4_Leukemic_cells,RS4_Leukemic_cells
RT112_Epithelium_Urinary_Bladder,RT112_Epithelium_Urinary_Bladder
RUES2,RUES2
RUES2_cardiac_progenitor_(CP),RUES2_cardiac_progenitor_(CP)
RUES2_Cardiomyocyte,RUES2_Cardiomyocyte
RUES2_Embryonic_Stem_Cell,RUES2_Embryonic_Stem_Cell
RUES2_Mesodermal_Cell,RUES2_Mesodermal_Cell
RWPE1,RWPE1_Epithelium_Prostate
RWPE1_Epithelium_Prostate,RWPE1_Epithelium_Prostate
SA121_Embryonic_Stem_Cell,SA121_Embryonic_Stem_Cell
SAEC,SAEC
SAEC_Epithelium_Lung,SAEC_Epithelium_Lung
Saos-2_Osteosarcoma_cell,Saos-2_Osteosarcoma_cell_Bone
Saos-2_Osteosarcoma_cell_Bone,Saos-2_Osteosarcoma_cell_Bone
Satellite_Cells_Muscle,Satellite_Cells_Muscle
SCC9_squamous_cell_carcinoma,SCC9_squamous_cell_carcinoma
SCMC_rhabdomyosarcoma,SCMC_rhabdomyosarcoma
SEES-3_Embryonic_Stem_Cell,SEES-3_Embryonic_Stem_Cell
SEM_B_cell_precursor,SEM_B_acute_lymphoblastic_leukemia
SEM_B_Lymphocyte,SEM_B_acute_lymphoblastic_leukemia
SEM_Pre-B_Lymphocyte,SEM_B_acute_lymphoblastic_leukemia
SET2_Megakaryoblastic_Blood,SET2_Megakaryoblastic_Blood
SF268,SF268
SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG),SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG)
SF7761_Neuron,SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG)
SF7761_Pontine,SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG)
SF8628,SF8628_Pontine
SF8628_Pons,SF8628_Pontine
SF8628_Pontine,SF8628_Pontine
SGBS_Adipocyte_Adipose,SGBS_Adipocyte_Adipose
SH-EP,SH-EP_Neuroblastoma_cell
SH-EP_Neuroblastoma_cell,SH-EP_Neuroblastoma_cell
SH-EP-NMYCER,SH-EP-NMYCER
SH-SY5Y,SH-SY5Y_Neuroblastoma_cell
SH-SY5Y_Bone_Marrow,SH-SY5Y_Bone_Marrow
SH-SY5Y_EPOP_Knockdown,SH-SY5Y_EPOP_Knockdown
SH-SY5Y_EPOP_Overexpression,SH-SY5Y_EPOP_Overexpression
SH-SY5Y_Neuroblastoma_cell,SH-SY5Y_Neuroblastoma_cell
SH-SY5Y_Neuron,SH-SY5Y_Neuroblastoma_cell
SH-SY5Y_Neuron_Midbrain,SH-SY5Y_Neuroblastoma_cell
SH(15M)_chromosome_duplication_model_of_Dup15q_syndrome,SH(15M)_chromosome_duplication_model_of_Dup15q_syndrome
Shef_4_Embryonic_Stem_Cell_Embryo,Shef_4_Embryonic_Stem_Cell_Embryo
SHEP-21N_Neuroblastoma_cell_Bone_Marrow,SHEP-21N_Neuroblastoma_cell_Bone_Marrow
Sigmoid_Colon,Sigmoid_Colon
SJCRH30_Fibroblast_Muscle,SJCRH30_Fibroblast_Muscle
SJNB-12_Neuroblastoma_cell,SJNB-12_Neuroblastoma_cell
SJNB-3_SJNB3,SJNB-3_SJNB3
SJNB-6_Neuroblastoma_cell,SJNB-6_Neuroblastoma_cell
SJNB-8_Neuroblastoma_cell,SJNB-8_Neuroblastoma_cell
SJSA-1_Fibroblast_Bone,SJSA-1_Fibroblast_Bone
SK-CO-1,SK-CO-1
